,decimalLatitude,decimalLongitude,cluster,occurrenceStatus,key,aet_mean,def_mean,pdsi_mean,pet_mean,ppt_mean,soil_mean,srad_mean,tmax_mean,tmin_mean,vap_mean,vpd_mean
48,-37.76096,145.29326,0,0,48,63.095833,39.8,-2.7429163,102.84167,68.083336,72.32083,179.15416,20.347084,9.574585,1.1279166,0.7134583
49,-37.583,144.915,0,0,49,42.654167,61.0875,-2.5999997,103.691666,44.920834,15.5,179.88333,19.706251,8.901251,1.084125,0.6847916
50,-38.042329,145.585321,0,0,50,62.675,36.825,-3.6474996,99.479164,66.27917,90.49167,179.225,20.065834,9.495835,1.172375,0.63612497
51,-37.8789,145.25,0,0,51,60.658333,43.5,-3.1079164,104.09583,64.291664,63.179165,178.62917,20.316252,9.943752,1.1505417,0.69799995
52,-37.798449,145.555332,0,0,52,72.76667,24.4,-2.4091666,97.1125,86.23333,134.12083,179.875,19.606253,8.588752,1.1067917,0.64
53,-38.498,145.646,0,0,53,67.566666,27.233334,-2.8870828,94.770836,79.35833,107.69583,176.77916,18.868336,9.544168,1.164625,0.550125
54,-37.835234,145.349312,0,0,54,74.475,20.183332,-2.3354163,94.64167,93.42083,132.1375,177.3125,18.227503,8.082086,1.053875,0.56720835
55,-38.365319,145.606679,0,0,55,65.45417,32.033333,-3.3104165,97.44583,71.479164,99.895836,177.60834,19.398336,9.703752,1.2000833,0.5588333
56,-37.937794,145.49083,0,0,56,73.03333,21.691668,-2.6720831,94.67083,85.7625,159.89166,178.375,18.926252,8.502918,1.1084168,0.57945836
57,-37.8476,145.212,0,0,57,60.558334,45.308334,-2.990833,105.84167,64.38333,58.8875,178.72084,20.488752,10.059585,1.146625,0.7215833
58,-37.770564,145.529157,0,0,58,67.92083,30.525,-2.5466664,98.42083,76.02917,108.175,180.7625,20.11167,8.954167,1.1276667,0.67320836
59,-37.7789,145.613,0,0,59,70.879166,26.541666,-2.3829165,97.4125,82.1625,119.63333,180.78334,19.987085,8.723336,1.1187083,0.663125
60,-37.839276,145.216148,0,0,60,60.558334,45.308334,-2.990833,105.84167,64.38333,58.8875,178.72084,20.488752,10.059585,1.146625,0.7215833
61,-37.65713,144.84222,0,0,61,39.470833,68.28333,-2.4691663,107.708336,41.525,8.416667,179.49583,20.265833,9.660002,1.12,0.71599996
62,-37.7774,145.225,0,0,62,60.479168,42.4375,-2.823333,102.875,64.92083,61.316666,179.39583,20.166252,9.519168,1.1303749,0.69179165
63,-37.778308,145.055146,0,0,63,50.379166,60.075,-2.950833,110.42917,53.020832,21.683332,179.35834,20.84667,10.394168,1.1641666,0.74495834
64,-38.05524,145.36602,0,0,64,58.745834,43.3375,-3.4129167,102.05417,61.970833,68.09583,178.325,19.993336,9.935834,1.1765417,0.6457083
65,-37.841977,145.109839,0,0,65,55.1,54.475,-3.0999997,109.64167,58.075,31.475,178.575,20.656252,10.447084,1.15975,0.7337916
66,-37.6279,145.103,0,0,66,52.104168,53.4125,-2.8016663,105.5,54.966667,31.441668,180.04167,20.21917,9.395835,1.120125,0.70404166
67,-37.968068,145.231837,0,0,67,56.5375,50.520832,-3.3766663,107.03333,59.620834,47.066666,178.39166,20.512918,10.450419,1.1753333,0.708375
68,-37.7183,145.053,0,0,68,51.8625,57.745834,-2.9079163,109.558334,54.608334,24.8875,179.03334,20.685835,10.147502,1.1493334,0.73820823
69,-37.807641,145.263683,0,0,69,62.966667,41.016666,-2.8474996,103.99167,67.729164,69.96667,178.55,20.28,9.713334,1.13125,0.7089583
70,-37.9867,145.31813,0,0,70,59.754166,42.4375,-3.3062499,102.183334,63.154167,69.0125,178.4625,20.025002,9.842085,1.157375,0.66391665
71,-38.09959,145.359434,0,0,71,57.9,43.1375,-3.4304163,100.995834,61.079166,67.308334,178.39583,19.880835,9.932085,1.1885417,0.6240416
72,-38.31546,145.58459,0,0,72,63.1875,35.833332,-3.4554164,98.979164,67.6125,90.1875,178.24167,19.685001,9.844168,1.2064999,0.58129174
73,-37.7035,145.035,0,0,73,49.691666,58.6,-2.8366663,108.2,52.3,20.975,178.9125,20.488752,9.905001,1.1400417,0.72079164
74,-38.2985,145.22431,0,0,74,54.641666,45.208332,-3.4137497,99.82083,57.8875,52.625,178.60417,19.527502,10.490419,1.2169998,0.585
75,-38.2058,145.11362,0,0,75,55.508335,43.016666,-3.0704162,98.49167,59.191666,55.245834,177.85417,19.126251,9.984585,1.185625,0.5691667
76,-37.9611,145.305,0,0,76,59.754166,42.4375,-3.3062499,102.183334,63.154167,69.0125,178.4625,20.025002,9.842085,1.157375,0.66391665
77,-37.7767,145.36,0,0,77,66.004166,35.066666,-2.5870829,101.025,72.691666,86.14167,179.27916,20.092503,9.288334,1.1195832,0.68895835
78,-38.385044,145.13967,0,0,78,55.304165,41.6125,-3.1266665,96.92083,59.491665,57.125,178.14583,19.06292,10.481668,1.213625,0.5539167
79,-38.00284,145.73796,0,0,79,65.9,31.0,-3.5374997,96.85833,70.520836,112.254166,180.17917,19.919586,9.015002,1.1482917,0.63249993
80,-37.6655,145.182,0,0,80,55.070835,48.995834,-2.709583,104.00833,58.508335,42.379166,180.4625,20.245419,9.264169,1.1231667,0.69704163
81,-38.3058,145.17,0,0,81,55.075,44.933334,-3.3029165,99.975,58.470833,53.091667,177.8875,19.44292,10.526251,1.2114166,0.5868333
82,-37.5305,145.337,0,0,82,67.770836,26.425,-1.8508332,94.166664,93.183334,75.57083,179.6125,18.046251,7.2533345,1.0100417,0.57925
83,-38.12268,145.17465,0,0,83,54.358334,48.05,-3.3587496,102.30417,57.3125,49.191666,178.20416,19.854168,10.234585,1.1931666,0.62924993
84,-37.669442,145.10077,0,0,84,52.995834,54.279167,-2.893333,107.22083,55.8375,30.916666,179.90834,20.514585,9.7733345,1.1365416,0.72466666
85,-38.01791,145.23444,0,0,85,55.2875,48.979168,-3.3770828,104.2375,58.270832,51.491665,177.85417,20.15667,10.206669,1.1842916,0.66295826
86,-37.89799,145.202914,0,0,86,58.654167,48.654167,-3.1204162,107.254166,61.933334,47.920834,178.68333,20.440418,10.241668,1.1568333,0.712375
87,-37.635655,145.19371,0,0,87,55.070835,48.995834,-2.709583,104.00833,58.508335,42.379166,180.4625,20.245419,9.264169,1.1231667,0.69704163
88,-37.782447,145.618465,0,0,88,70.879166,26.541666,-2.3829165,97.4125,82.1625,119.63333,180.78334,19.987085,8.723336,1.1187083,0.663125
89,-37.900374,145.201281,0,0,89,58.654167,48.654167,-3.1204162,107.254166,61.933334,47.920834,178.68333,20.440418,10.241668,1.1568333,0.712375
90,-38.369263,144.98009,0,0,90,57.35,37.020832,-2.7449996,94.2875,63.779167,55.966667,176.20416,18.239588,10.112501,1.1735,0.518375
91,-37.943756,145.460442,0,0,91,73.03333,21.691668,-2.6720831,94.67083,85.7625,159.89166,178.375,18.926252,8.502918,1.1084168,0.57945836
92,-38.05556,145.3275,0,0,92,57.445835,44.995834,-3.3762498,102.4125,60.545834,62.204166,178.50417,20.057085,10.082501,1.1775833,0.65633327
93,-37.732816,144.974708,0,0,93,46.8,62.9875,-2.8062494,109.70417,49.241665,15.220834,178.625,20.606668,10.1795845,1.1581666,0.7202083
94,-38.1477,145.27818,0,0,94,57.633335,43.416668,-3.3229163,100.96667,60.908333,62.679165,178.10834,19.661251,10.039585,1.1860001,0.6122083
95,-37.896544,145.203761,0,0,95,58.654167,48.654167,-3.1204162,107.254166,61.933334,47.920834,178.68333,20.440418,10.241668,1.1568333,0.712375
96,-37.691884,145.154118,0,0,96,54.675,50.466667,-2.7674997,105.0625,57.841667,39.025,180.1,20.410002,9.628752,1.1378332,0.7090833
97,-37.7817,145.095,0,0,97,53.6125,56.054165,-3.0066667,109.65417,56.433334,29.083334,179.34584,20.824585,10.3237505,1.156875,0.7484167
98,-38.416797,145.07077,0,0,98,57.9625,37.3375,-2.8324997,95.32083,64.11667,60.554165,177.31667,18.614168,10.397502,1.1931249,0.5363333
99,-37.807632,145.26378,0,0,99,62.966667,41.016666,-2.8474996,103.99167,67.729164,69.96667,178.55,20.28,9.713334,1.13125,0.7089583
100,-37.807628,145.263676,0,0,100,62.966667,41.016666,-2.8474996,103.99167,67.729164,69.96667,178.55,20.28,9.713334,1.13125,0.7089583
101,-37.9941,145.132,0,0,101,53.079166,55.641666,-3.339583,108.6875,55.908333,34.108334,178.92917,20.525002,10.606668,1.1877916,0.6998333
102,-38.071472,145.414288,0,0,102,59.845833,41.195835,-3.4774997,100.99167,63.15,74.9875,178.38333,19.93167,9.790834,1.1765417,0.633875
103,-38.25412,145.18637,0,0,103,54.8625,45.4125,-3.3162496,100.25833,58.229168,53.3125,177.85834,19.499584,10.439168,1.2052083,0.59608334
104,-38.259251,145.183015,0,0,104,54.8625,45.4125,-3.3162496,100.25833,58.229168,53.3125,177.85834,19.499584,10.439168,1.2052083,0.59608334
105,-38.40096,144.91169,0,0,105,51.504166,44.816666,-3.007083,96.28333,55.2875,41.125,177.1875,18.554586,10.722502,1.198375,0.54229164
106,-37.8108,145.304,0,0,106,64.46667,38.254166,-2.7754166,102.6625,69.65,78.44583,178.6,20.18125,9.516252,1.1297499,0.69329166
107,-37.731672,144.97474,0,0,107,46.8,62.9875,-2.8062494,109.70417,49.241665,15.220834,178.625,20.606668,10.1795845,1.1581666,0.7202083
108,-37.722809,145.740721,0,0,108,71.9875,18.416666,-2.0541663,90.3875,99.975,139.81667,180.3875,18.432919,7.212501,1.05975,0.56
109,-37.9,145.23278,0,0,109,58.616665,47.141666,-3.1266663,105.74167,61.958332,52.729168,178.8375,20.442501,10.130002,1.1578333,0.7084167
110,-38.05556,145.49778,0,0,110,61.691666,39.1,-3.7054164,100.691666,65.2,84.0,178.6625,20.03667,9.738751,1.1784585,0.6362916
111,-37.77499,145.36003,0,0,111,66.004166,35.066666,-2.5870829,101.025,72.691666,86.14167,179.27916,20.092503,9.288334,1.1195832,0.68895835
112,-37.807448,145.263597,0,0,112,62.966667,41.016666,-2.8474996,103.99167,67.729164,69.96667,178.55,20.28,9.713334,1.13125,0.7089583
113,-38.4973,145.784,0,0,113,67.775,26.445833,-2.888333,94.166664,80.32083,110.48333,177.07916,18.900835,9.390001,1.1610832,0.5509584
114,-37.7295,145.175,0,0,114,57.2125,47.266666,-2.8304164,104.4375,60.833332,48.095833,180.025,20.35,9.625002,1.1386248,0.7025833
115,-38.0181,145.32262,0,0,115,57.775,46.108334,-3.3929164,103.86667,60.895832,60.533333,178.49583,20.252918,10.142919,1.1693751,0.68304163
116,-37.7794,145.607,0,0,116,70.879166,26.541666,-2.3829165,97.4125,82.1625,119.63333,180.78334,19.987085,8.723336,1.1187083,0.663125
117,-37.89969,145.206339,0,0,117,58.654167,48.654167,-3.1204162,107.254166,61.933334,47.920834,178.68333,20.440418,10.241668,1.1568333,0.712375
118,-37.7183,145.053,0,0,118,51.8625,57.745834,-2.9079163,109.558334,54.608334,24.8875,179.03334,20.685835,10.147502,1.1493334,0.73820823
119,-38.02533,145.33557,0,0,119,62.191666,39.545834,-3.3770828,101.70417,65.82917,81.82083,178.14166,19.921667,9.795419,1.1567916,0.65424997
120,-37.63233,144.96758,0,0,120,46.925,60.270832,-2.7362497,107.1625,49.408333,18.404167,178.64166,20.28,9.5979185,1.1262499,0.7112916
121,-37.7327,144.973,0,0,121,46.8,62.9875,-2.8062494,109.70417,49.241665,15.220834,178.625,20.606668,10.1795845,1.1581666,0.7202083
122,-37.771958,144.986771,0,0,122,46.2375,65.620834,-2.7666662,111.8125,48.6375,12.604167,177.80417,20.778751,10.460834,1.1711249,0.7299583
123,-38.33178,145.16871,0,0,123,55.075,44.933334,-3.3029165,99.975,58.470833,53.091667,177.8875,19.44292,10.526251,1.2114166,0.5868333
124,-37.675419,145.543679,0,0,124,73.2375,21.041666,-2.047083,94.28333,95.191666,121.4375,179.67917,18.605835,7.657085,1.049625,0.589875
125,-37.746,145.09,0,0,125,53.370834,55.2,-2.9441664,108.5625,56.170834,29.95,179.575,20.760836,10.137502,1.15025,0.74420834
126,-37.6417,145.34958,0,0,126,64.004166,36.029167,-2.2966664,100.041664,71.79583,73.3875,180.48334,20.01375,8.864585,1.1001248,0.687125
127,-38.283424,145.021313,0,0,127,53.758335,43.275,-2.995833,97.01667,57.929165,49.333332,177.95416,18.877085,10.176251,1.1959168,0.54774994
128,-38.484278,145.262201,0,0,128,56.670834,41.070835,-3.258333,97.67917,60.679165,59.8625,178.22084,19.140835,10.559169,1.215875,0.558875
129,-37.7312,144.974,0,0,129,46.8,62.9875,-2.8062494,109.70417,49.241665,15.220834,178.625,20.606668,10.1795845,1.1581666,0.7202083
130,-37.9507,145.255,0,0,130,61.9875,40.975,-3.179583,102.9375,65.84167,70.9875,178.67917,19.976252,9.777085,1.1462499,0.66616666
131,-38.12,145.252,0,0,131,57.195835,44.9,-3.3025,102.05417,60.4125,61.483334,177.99167,19.88667,10.124169,1.1799166,0.64175
132,-37.7578,145.3,0,0,132,63.095833,39.8,-2.7429163,102.84167,68.083336,72.32083,179.15416,20.347084,9.574585,1.1279166,0.7134583
133,-37.838659,145.222666,0,0,133,60.558334,45.308334,-2.990833,105.84167,64.38333,58.8875,178.72084,20.488752,10.059585,1.146625,0.7215833
134,-37.50015,145.76708,0,0,134,68.3125,22.55,-1.7074996,90.875,105.9125,103.57917,181.525,17.325003,6.4487514,0.98095834,0.54391664
135,-37.675,144.90833,0,0,135,41.2375,67.9125,-2.528333,109.075,43.391666,8.9625,178.86667,20.452503,9.955001,1.1409583,0.71754164
136,-38.411894,145.476979,0,0,136,60.1625,37.033333,-3.4374998,97.15,64.475,82.254166,177.9375,19.404583,10.132502,1.226125,0.55170834
137,-37.59143,144.97378,0,0,137,46.095833,58.6875,-2.7008328,104.7875,48.491665,19.379168,179.7375,20.038752,9.248336,1.1084168,0.697625
138,-37.7516,144.982,0,0,138,46.2375,65.620834,-2.7666662,111.8125,48.6375,12.604167,177.80417,20.778751,10.460834,1.1711249,0.7299583
139,-37.5652,145.42,0,0,139,64.23333,32.170834,-2.0291665,96.35833,78.458336,75.90417,180.93333,19.460836,8.075418,1.0757083,0.64237493
140,-37.810711,145.266038,0,0,140,62.966667,41.016666,-2.8474996,103.99167,67.729164,69.96667,178.55,20.28,9.713334,1.13125,0.7089583
141,-37.675,144.90833,0,0,141,41.2375,67.9125,-2.528333,109.075,43.391666,8.9625,178.86667,20.452503,9.955001,1.1409583,0.71754164
142,-37.634455,145.07703,0,0,142,50.516666,56.191666,-2.8066661,106.729164,53.170834,25.6625,179.64583,20.36792,9.587085,1.1227918,0.7209166
143,-37.7814,145.096,0,0,143,53.6125,56.054165,-3.0066667,109.65417,56.433334,29.083334,179.34584,20.824585,10.3237505,1.156875,0.7484167
144,-37.633663,145.10673,0,0,144,52.104168,53.4125,-2.8016663,105.5,54.966667,31.441668,180.04167,20.21917,9.395835,1.120125,0.70404166
145,-38.27542,145.21379,0,0,145,54.654167,45.825,-3.4275,100.4375,57.775,52.525,178.24583,19.596668,10.423752,1.214,0.592375
146,-37.7955,145.113,0,0,146,55.425,54.179165,-3.0366664,109.5625,58.3875,32.445835,178.79584,20.659586,10.347918,1.1531667,0.7379167
147,-38.174111,145.181387,0,0,147,56.375,43.404167,-3.2216666,99.76667,59.854168,57.075,177.95,19.406252,10.113334,1.1825833,0.5995416
148,-37.789259,145.624157,0,0,148,70.879166,26.541666,-2.3829165,97.4125,82.1625,119.63333,180.78334,19.987085,8.723336,1.1187083,0.663125
149,-37.9161,145.502,0,0,149,73.57917,21.4625,-2.6833332,95.03333,86.325,163.14166,178.475,18.997084,8.477084,1.1092916,0.58383334
150,-37.7709,145.65,0,0,150,72.03333,24.3125,-2.3016663,96.35,85.85,126.458336,180.725,19.755835,8.480835,1.1109166,0.644125
151,-37.8966,145.203,0,0,151,58.654167,48.654167,-3.1204162,107.254166,61.933334,47.920834,178.68333,20.440418,10.241668,1.1568333,0.712375
152,-37.68535,145.5717,0,0,152,73.2375,21.041666,-2.047083,94.28333,95.191666,121.4375,179.67917,18.605835,7.657085,1.049625,0.589875
153,-37.6457,145.202,0,0,153,55.070835,48.995834,-2.709583,104.00833,58.508335,42.379166,180.4625,20.245419,9.264169,1.1231667,0.69704163
154,-37.807691,145.263756,0,0,154,62.966667,41.016666,-2.8474996,103.99167,67.729164,69.96667,178.55,20.28,9.713334,1.13125,0.7089583
155,-37.6387,145.259,0,0,155,60.2125,41.116665,-2.4762497,101.2875,65.47083,59.129166,180.28334,20.047503,9.008335,1.1065,0.68729156
156,-37.7911,145.595,0,0,156,70.879166,26.541666,-2.3829165,97.4125,82.1625,119.63333,180.78334,19.987085,8.723336,1.1187083,0.663125
157,-38.259277,145.183806,0,0,157,54.8625,45.4125,-3.3162496,100.25833,58.229168,53.3125,177.85834,19.499584,10.439168,1.2052083,0.59608334
158,-37.6317,144.856,0,0,158,39.470833,68.28333,-2.4691663,107.708336,41.525,8.416667,179.49583,20.265833,9.660002,1.12,0.71599996
159,-37.7953,145.111,0,0,159,55.425,54.179165,-3.0366664,109.5625,58.3875,32.445835,178.79584,20.659586,10.347918,1.1531667,0.7379167
160,-37.8948,145.414,0,0,160,72.7375,21.258333,-2.4779165,93.95,88.4125,141.9375,178.04167,18.62375,8.342085,1.082875,0.5744583
161,-37.999597,145.140095,0,0,161,53.079166,55.641666,-3.339583,108.6875,55.908333,34.108334,178.92917,20.525002,10.606668,1.1877916,0.6998333
162,-38.2491,145.051,0,0,162,53.045834,45.583332,-3.0904164,98.583336,56.495834,48.204166,177.80417,19.163336,10.189168,1.1971666,0.57033336
163,-37.94851,145.66034,0,0,163,73.50833,20.108334,-2.685833,93.59167,86.59167,162.075,179.46666,18.990837,8.237918,1.106875,0.57354164
164,-37.632,144.84,0,0,164,39.470833,68.28333,-2.4691663,107.708336,41.525,8.416667,179.49583,20.265833,9.660002,1.12,0.71599996
165,-37.636618,145.05002,0,0,165,50.516666,56.191666,-2.8066661,106.729164,53.170834,25.6625,179.64583,20.36792,9.587085,1.1227918,0.7209166
166,-37.79,145.008,0,0,166,48.666668,62.658333,-2.8854165,111.27917,51.245834,17.133333,178.40416,20.818335,10.437502,1.1664166,0.74137497
167,-38.281266,145.160393,0,0,167,56.670834,42.558334,-3.167083,99.20417,60.658333,58.208332,177.32083,19.18667,10.258752,1.1843333,0.5875833
168,-37.7316,145.533,0,0,168,68.5875,30.279167,-2.370833,98.82917,78.07917,105.07083,180.88333,20.056667,8.827501,1.117625,0.67391664
169,-38.05735,145.36931,0,0,169,58.745834,43.3375,-3.4129167,102.05417,61.970833,68.09583,178.325,19.993336,9.935834,1.1765417,0.6457083
170,-38.0564,145.47667,0,0,170,61.691666,39.1,-3.7054164,100.691666,65.2,84.0,178.6625,20.03667,9.738751,1.1784585,0.6362916
171,-37.62152,145.07551,0,0,171,49.770832,54.845833,-2.7604163,104.57917,52.416668,26.4375,179.89166,20.084587,9.217501,1.1062915,0.70316666
172,-37.838547,145.21977,0,0,172,60.558334,45.308334,-2.990833,105.84167,64.38333,58.8875,178.72084,20.488752,10.059585,1.146625,0.7215833
173,-37.854282,144.822769,0,0,173,38.95,72.3875,-2.464583,111.25833,40.983334,5.4,178.56667,20.638754,10.589585,1.1844167,0.708625
174,-37.7352,145.211,0,0,174,58.204166,44.820835,-2.8087497,102.98333,62.095833,54.5,180.09166,20.283752,9.450418,1.1362917,0.69191664
175,-37.70944,144.99724,0,0,175,46.8,62.9875,-2.8062494,109.70417,49.241665,15.220834,178.625,20.606668,10.1795845,1.1581666,0.7202083
176,-37.656678,145.424931,0,0,176,63.6375,36.679165,-2.3245828,100.28333,70.61667,76.075,180.92917,20.386251,9.003752,1.1181248,0.70625
177,-37.5343,145.387,0,0,177,65.80417,29.083334,-1.873333,94.86667,87.17083,73.47083,180.34166,18.548336,7.4641676,1.0330833,0.5989583
178,-37.5993,145.439,0,0,178,64.458336,33.983334,-2.1624994,98.42083,74.191666,77.129166,180.85834,20.073336,8.680001,1.0991666,0.68770826
179,-37.843567,145.314042,0,0,179,67.8125,33.4125,-2.6937494,101.2,74.84583,93.425,178.29167,19.710836,9.2958355,1.1162084,0.65887505
180,-37.7634,145.293,0,0,180,63.095833,39.8,-2.7429163,102.84167,68.083336,72.32083,179.15416,20.347084,9.574585,1.1279166,0.7134583
