,decimalLatitude,decimalLongitude,cluster,occurrenceStatus
613,-32.839321,151.606861,1,1
614,-33.368638,150.810205,1,0
615,-32.955817,151.589245,1,0
616,-33.397549,151.377755,1,1
617,-33.3248,151.365,1,1
618,-32.875456,151.696757,1,1
619,-33.261272,151.459425,1,0
620,-32.7828,151.637,1,0
621,-33.132482,151.628902,1,1
622,-32.828541,151.683327,1,0
623,-33.3244,151.365,1,1
624,-33.176847,151.572393,1,0
625,-32.914159,151.630539,1,1
626,-33.463606,151.396601,1,0
627,-32.862903,151.596347,1,0
628,-33.176847,151.572393,1,0
629,-33.277557,151.562642,1,0
630,-33.448521,151.321671,1,0
631,-33.4013,151.462,1,1
632,-33.0174,151.175,1,0
633,-33.193633,151.582458,1,0
634,-33.404093,151.319975,1,0
635,-33.013733,151.246863,1,1
636,-32.832003,151.58485,1,1
637,-32.89645,151.395055,1,1
638,-33.399022,151.303247,1,0
639,-33.26697,151.34299,1,0
640,-32.9943,151.663,1,1
641,-33.087126,151.420706,1,0
642,-33.438425,151.282921,1,0
643,-33.3249,151.364,1,1
644,-32.828541,151.683327,1,1
645,-33.397612,151.377676,1,0
646,-33.3247,151.365,1,1
647,-33.3251,151.365,1,1
648,-33.238368,151.474808,1,1
649,-33.430793,151.380903,1,0
650,-32.786149,151.654455,1,1
651,-33.283388,151.558728,1,0
652,-32.56078,150.947072,1,0
653,-32.954997,151.657234,1,0
654,-33.3247,151.365,1,1
655,-33.3329,151.3954,1,1
656,-33.3245,151.365,1,1
657,-32.8,151.500539,1,0
658,-33.198301,151.318501,1,0
659,-33.109005,151.464999,1,1
660,-33.160002,151.390005,1,0
661,-32.90406,151.29411,1,0
662,-33.212047,151.49298,1,0
663,-32.597869,151.603226,1,1
664,-33.273865,151.562348,1,0
665,-32.85901,151.606117,1,1
666,-33.4014,151.462,1,1
667,-33.3247,151.365,1,1
668,-33.33045,151.39807,1,0
669,-32.896088,151.673483,1,0
670,-32.830653,151.580299,1,1
671,-33.015595,151.45911,1,1
672,-32.9864,151.593,1,1
673,-33.179764,151.568606,1,0
674,-32.549159,151.241154,1,1
675,-33.3248,151.364,1,1
676,-33.3246,151.365,1,1
677,-33.245304,151.455963,1,1
678,-33.319505,150.946447,1,0
679,-32.753732,151.634738,1,1
680,-33.3244,151.365,1,0
681,-32.858228,151.605454,1,1
682,-33.437107,151.386405,1,1
683,-33.3247,151.365,1,1
684,-32.916196,151.189452,1,0
685,-33.397547,151.377767,1,1
686,-33.3249,151.365,1,1
687,-33.1653,151.568,1,1
688,-33.3247,151.365,1,1
689,-32.968734,151.644205,1,1
690,-33.001744,151.578174,1,1
691,-33.4013,151.463,1,1
692,-33.274489,151.434498,1,1
693,-33.086823,151.420802,1,1
694,-33.0456,151.391,1,1
695,-33.325,151.365,1,0
696,-33.086755,151.420589,1,0
697,-33.087145,151.420593,1,0
698,-33.033738,150.882134,1,0
699,-32.502802,150.832474,1,1
700,-33.099997,151.379999,1,0
701,-33.3248,151.365,1,0
702,-33.199401,151.041696,1,0
703,-33.156026,151.267642,1,1
704,-33.415049,151.451508,1,0
705,-33.3249,151.365,1,0
706,-33.3246,151.365,1,1
707,-33.436302,151.285039,1,0
708,-32.858224,151.605458,1,1
709,-32.988349,151.661698,1,1
710,-33.138742,151.371383,1,1
711,-33.0395,151.59,1,0
712,-33.384939,151.269158,1,0
713,-33.425481,151.40882,1,0
714,-33.242611,151.397422,1,1
715,-33.099864,151.379476,1,0
716,-33.273764,151.413852,1,0
717,-33.3249,151.365,1,0
718,-33.3251,151.365,1,1
719,-33.448288,151.321618,1,0
720,-33.258574,151.365012,1,0
721,-32.54942,151.241226,1,0
722,-33.292778,151.454575,1,0
723,-33.034943,151.674791,1,0
724,-32.841,151.588,1,0
725,-33.190554,151.579728,1,0
726,-32.883667,150.799914,1,0
727,-33.3246,151.365,1,1
728,-32.986,151.593,1,1
729,-32.913692,151.629064,1,0
730,-33.3251,151.365,1,1
731,-33.31308,151.519303,1,1
732,-33.231268,151.469345,1,0
733,-33.336042,151.418565,1,0
734,-33.3248,151.365,1,0
735,-33.483658,151.290814,1,1
736,-33.3251,151.365,1,1
737,-33.325,151.365,1,1
738,-33.3249,151.365,1,0
739,-32.934243,151.648004,1,0
740,-33.3245,151.365,1,0
741,-33.383223,151.370396,1,1
742,-33.3249,151.365,1,1
743,-33.086675,151.420634,1,0
744,-33.430893,151.381453,1,1
745,-32.742012,151.5922,1,0
746,-33.4021,151.464,1,1
747,-33.325,151.365,1,0
748,-33.249518,151.31795,1,0
749,-33.00811,151.565484,1,1
750,-33.243602,151.174121,1,0
751,-33.3249,151.365,1,1
752,-32.872805,151.658426,1,0
753,-32.857753,151.615762,1,1
754,-32.902107,151.486887,1,1
755,-33.234946,151.298133,1,0
756,-32.765412,151.642751,1,0
757,-32.9007,151.479,1,1
758,-32.858455,151.61526,1,0
759,-32.7162,151.507278,1,0
760,-33.3249,151.365,1,0
761,-32.78267,151.637291,1,1
762,-33.259229,151.474232,1,1
763,-32.850206,151.609928,1,1
764,-33.425385,151.29247,1,0
765,-33.020477,151.172052,1,1
766,-33.3249,151.365,1,0
767,-33.075768,151.437604,1,0
768,-32.876617,151.545477,1,1
769,-33.086548,151.420802,1,1
770,-33.015595,151.45911,1,1
771,-32.762711,151.38923,1,0
772,-33.325,151.365,1,1
773,-33.016226,151.565349,1,0
774,-33.075768,151.437604,1,0
775,-33.086707,151.421062,1,0
776,-33.3244,151.365,1,1
777,-33.325,151.365,1,0
778,-33.430919,151.381422,1,1
779,-33.067963,151.11814,1,1
780,-33.3248,151.365,1,1
781,-32.811657,151.629954,1,0
782,-33.033544,151.508547,1,0
783,-33.109996,151.449998,1,0
784,-33.4118,151.408953,1,0
785,-33.086792,151.420874,1,1
786,-33.267899,151.420073,1,1
787,-32.63121,151.68358,1,0
788,-32.838129,151.616431,1,1
789,-32.932579,151.128686,1,1
790,-32.814323,151.463663,1,1
791,-33.147178,151.493819,1,0
792,-33.480304,150.817475,1,0
793,-32.554887,151.006593,1,0
794,-33.250279,151.482158,1,0
795,-33.086992,151.420467,1,1
796,-32.858641,151.61576,1,1
797,-33.140001,151.399997,1,0
798,-32.932255,151.188611,1,0
799,-33.3246,151.365,1,1
800,-33.2941,151.416,1,0
801,-33.441452,150.931508,1,0
802,-33.000004,151.419997,1,0
803,-33.3329,151.3954,1,1
804,-33.3249,151.365,1,1
805,-33.426676,151.416713,1,0
806,-33.294164,151.548169,1,0
807,-33.433465,151.226797,1,0
808,-33.347642,150.925118,1,1
809,-32.9863,151.593,1,1
810,-33.021446,151.170579,1,1
811,-32.850196,151.609896,1,1
812,-32.876997,151.458221,1,1
813,-33.086755,151.420589,1,0
814,-32.65036,151.29515,1,1
815,-33.1117,151.559,1,1
816,-32.770399,151.572876,1,1
817,-33.4014,151.462,1,1
818,-32.547817,151.003219,1,1
819,-33.226056,151.32355,1,0
820,-32.54942,151.241226,1,0
821,-32.56053,151.005789,1,0
822,-33.363751,151.333896,1,0
823,-32.624002,151.291288,1,1
824,-33.069552,151.469453,1,0
825,-33.3248,151.365,1,0
826,-32.855676,151.617136,1,1
827,-33.220139,151.031793,1,0
828,-32.742345,151.592549,1,0
829,-33.325,151.365,1,0
830,-33.466157,150.774209,1,0
831,-33.325,151.365,1,1
832,-33.01424,151.430016,1,1
833,-32.824895,151.565898,1,1
834,-32.858224,151.605458,1,0
835,-32.777751,151.549533,1,1
